timestamp,temperature
2026-07-08T22:05:09.246518,58.4
2026-07-08T22:05:10.249194,57.85
2026-07-08T22:05:11.250856,57.3
2026-07-08T22:05:12.252097,57.85
2026-07-08T22:05:13.253330,58.4
2026-07-08T22:05:14.254520,60.05
2026-07-08T22:05:15.255888,58.95
2026-07-08T22:05:16.257111,58.95
2026-07-08T22:05:17.259376,58.95
2026-07-08T22:05:18.260892,57.85
2026-07-08T22:05:19.262610,57.3
2026-07-08T22:05:20.264381,56.75
2026-07-08T22:05:21.268462,56.75
2026-07-08T22:05:22.269659,60.05
2026-07-08T22:05:23.270953,59.5
2026-07-08T22:05:24.271954,59.5
2026-07-08T22:05:25.272906,59.5
2026-07-08T22:05:26.273869,57.85
2026-07-08T22:05:27.275207,58.4
2026-07-08T22:05:28.276568,58.4
2026-07-08T22:05:29.277955,57.85
2026-07-08T22:05:30.279331,57.3
2026-07-08T22:05:31.280676,57.85
2026-07-08T22:05:32.282058,56.75
2026-07-08T22:05:33.283414,56.75
2026-07-08T22:05:34.284742,57.3
2026-07-08T22:05:35.286142,55.65
2026-07-08T22:05:36.287427,55.65
2026-07-08T22:05:37.288790,56.2
2026-07-08T22:05:38.290184,56.2
2026-07-08T22:05:39.291512,56.2
2026-07-08T22:05:40.292746,56.2
2026-07-08T22:05:41.293953,56.2
2026-07-08T22:05:42.294861,57.3
2026-07-08T22:05:43.295845,57.3
2026-07-08T22:05:44.296832,57.85
2026-07-08T22:05:45.297799,57.85
2026-07-08T22:05:46.298755,57.3
2026-07-08T22:05:47.300020,56.2
2026-07-08T22:05:48.301249,56.2
2026-07-08T22:05:49.302534,56.75
2026-07-08T22:05:50.303683,58.4
2026-07-08T22:05:51.304799,61.15
2026-07-08T22:05:52.305768,57.3
2026-07-08T22:05:53.306661,58.4
2026-07-08T22:05:54.307633,58.95
2026-07-08T22:05:55.308865,57.85
2026-07-08T22:05:56.310303,56.2
2026-07-08T22:05:57.311559,57.3
2026-07-08T22:05:58.312837,57.3
2026-07-08T22:05:59.314153,57.3
2026-07-08T22:06:00.315148,57.85
2026-07-08T22:06:01.316091,58.4
2026-07-08T22:06:02.317029,57.3
2026-07-08T22:06:03.317970,57.85
2026-07-08T22:06:04.318913,57.3
2026-07-08T22:06:05.320127,57.3
2026-07-08T22:06:06.321536,57.3
2026-07-08T22:06:07.322931,55.65
2026-07-08T22:06:08.324234,56.75
2026-07-08T22:06:09.325918,59.5
2026-07-08T22:06:10.326901,57.3
2026-07-08T22:06:11.327852,57.85
2026-07-08T22:06:12.328795,57.85
2026-07-08T22:06:13.329766,57.3
2026-07-08T22:06:14.330986,56.75
2026-07-08T22:06:15.332405,56.75
2026-07-08T22:06:16.333413,58.4
2026-07-08T22:06:17.334377,57.85
2026-07-08T22:06:18.335342,57.85
2026-07-08T22:06:19.336230,57.85
2026-07-08T22:06:20.337174,57.85
2026-07-08T22:06:21.338530,57.85
2026-07-08T22:06:22.339942,56.2
2026-07-08T22:06:23.340890,57.3
2026-07-08T22:06:24.341847,57.3
2026-07-08T22:06:25.342794,57.3
2026-07-08T22:06:26.343737,56.75
2026-07-08T22:06:27.344701,58.4
2026-07-08T22:06:28.345929,56.75
2026-07-08T22:06:29.346840,58.4
2026-07-08T22:06:30.347768,57.3
2026-07-08T22:06:31.348646,58.4
2026-07-08T22:06:32.349613,58.4
2026-07-08T22:06:33.351157,58.4
2026-07-08T22:06:34.352557,58.95
2026-07-08T22:06:35.353833,57.3
2026-07-08T22:06:36.355170,56.2
2026-07-08T22:06:37.356489,57.3
2026-07-08T22:06:38.357923,56.75
2026-07-08T22:06:39.359314,56.2
2026-07-08T22:06:40.360719,55.65
2026-07-08T22:06:41.361994,55.65
2026-07-08T22:06:42.363390,56.2
2026-07-08T22:06:43.365565,58.95
2026-07-08T22:06:44.367455,60.6
2026-07-08T22:06:45.368626,58.4
2026-07-08T22:06:46.369586,58.4
2026-07-08T22:06:47.370528,58.95
2026-07-08T22:06:48.371904,57.85
2026-07-08T22:06:49.373168,57.3
2026-07-08T22:06:50.374368,57.85
2026-07-08T22:06:51.375634,58.95
2026-07-08T22:06:52.376573,57.85
2026-07-08T22:06:53.377517,58.95
2026-07-08T22:06:54.378523,56.75
2026-07-08T22:06:55.379497,58.95
2026-07-08T22:06:56.380695,56.75
2026-07-08T22:06:57.381707,58.95
2026-07-08T22:06:58.382653,58.4
2026-07-08T22:06:59.383600,57.85
2026-07-08T22:07:00.384541,57.85
2026-07-08T22:07:01.385496,58.4
2026-07-08T22:07:02.386851,57.85
2026-07-08T22:07:03.388105,57.3
2026-07-08T22:07:04.389734,59.5
2026-07-08T22:07:05.390675,56.2
2026-07-08T22:07:06.391607,58.95
2026-07-08T22:07:07.392541,59.5
2026-07-08T22:07:08.393512,58.95
2026-07-08T22:07:09.394793,58.95
2026-07-08T22:07:10.396674,59.5
2026-07-08T22:07:11.397913,59.5
2026-07-08T22:07:12.398850,58.95
2026-07-08T22:07:13.399789,58.4
2026-07-08T22:07:14.400723,58.4
2026-07-08T22:07:15.402003,57.85
2026-07-08T22:07:16.403249,57.85
2026-07-08T22:07:17.404587,57.3
2026-07-08T22:07:18.405700,58.4
2026-07-08T22:07:19.406666,58.95
2026-07-08T22:07:20.407610,58.4
2026-07-08T22:07:21.408546,57.85
2026-07-08T22:07:22.409543,58.4
2026-07-08T22:07:23.410815,57.3
2026-07-08T22:07:24.412136,55.65
2026-07-08T22:07:25.413144,58.4
2026-07-08T22:07:26.414096,57.85
2026-07-08T22:07:27.415057,58.4
2026-07-08T22:07:28.416020,58.4
2026-07-08T22:07:29.416983,57.3
2026-07-08T22:07:30.417948,58.95
2026-07-08T22:07:31.418908,59.5
2026-07-08T22:07:32.419897,58.95
2026-07-08T22:07:33.420884,58.95
2026-07-08T22:07:34.421842,58.4
2026-07-08T22:07:35.423043,58.4
2026-07-08T22:07:36.424280,57.3
2026-07-08T22:07:37.425654,57.3
2026-07-08T22:07:38.426923,55.65
2026-07-08T22:07:39.427906,58.4
2026-07-08T22:07:40.428864,58.4
2026-07-08T22:07:41.429780,58.4
2026-07-08T22:07:42.430748,58.4
2026-07-08T22:07:43.431697,58.4
2026-07-08T22:07:44.432909,57.3
2026-07-08T22:07:45.434240,56.75
2026-07-08T22:07:46.435638,56.75
2026-07-08T22:07:47.436981,56.75
2026-07-08T22:07:48.437983,57.85
2026-07-08T22:07:49.438936,56.75
2026-07-08T22:07:50.439878,57.3
2026-07-08T22:07:51.440764,55.65
2026-07-08T22:07:52.441726,57.85
2026-07-08T22:07:53.442942,57.85
2026-07-08T22:07:54.444185,56.75
2026-07-08T22:07:55.445162,57.85
2026-07-08T22:07:56.446146,57.3
2026-07-08T22:07:57.447105,57.3
2026-07-08T22:07:58.448054,57.85
2026-07-08T22:07:59.449004,57.85
2026-07-08T22:08:00.450350,56.75
2026-07-08T22:08:01.451556,56.2
2026-07-08T22:08:02.452820,56.2
2026-07-08T22:08:03.453901,58.95
2026-07-08T22:08:04.454885,61.15
2026-07-08T22:08:05.455802,60.6
2026-07-08T22:08:06.456752,59.5
2026-07-08T22:08:07.457727,59.5
2026-07-08T22:08:08.458958,58.4
2026-07-08T22:08:09.461047,57.3
2026-07-08T22:08:10.462718,57.3
2026-07-08T22:08:11.464842,58.95
2026-07-08T22:08:12.468069,58.95
2026-07-08T22:08:13.470395,57.85
2026-07-08T22:08:14.471752,58.4
2026-07-08T22:08:15.473079,58.4
2026-07-08T22:08:16.474823,56.75
2026-07-08T22:08:17.476574,57.3
2026-07-08T22:08:18.478380,55.65
2026-07-08T22:08:19.480144,57.3
2026-07-08T22:08:20.481719,56.75
2026-07-08T22:08:21.483415,56.75
2026-07-08T22:08:22.485172,56.2
2026-07-08T22:08:23.486799,55.65
2026-07-08T22:08:24.488023,55.65
2026-07-08T22:08:25.489395,55.1
2026-07-08T22:08:26.490765,56.2
2026-07-08T22:08:27.491760,56.75
2026-07-08T22:08:28.492725,57.3
2026-07-08T22:08:29.493731,56.2
2026-07-08T22:08:30.494674,57.3
2026-07-08T22:08:31.495639,55.65
2026-07-08T22:08:32.497063,57.3
2026-07-08T22:08:33.498050,58.4
2026-07-08T22:08:34.499082,58.95
2026-07-08T22:08:35.500125,58.4
2026-07-08T22:08:36.501157,57.3
2026-07-08T22:08:37.502229,57.3
2026-07-08T22:08:38.503598,56.2
2026-07-08T22:08:39.504687,60.6
2026-07-08T22:08:40.505826,61.7
2026-07-08T22:08:41.506940,62.8
2026-07-08T22:08:42.508064,63.35
2026-07-08T22:08:43.509185,63.9
2026-07-08T22:08:44.510346,63.35
2026-07-08T22:08:45.511324,62.25
2026-07-08T22:08:46.512363,61.15
2026-07-08T22:08:47.513420,61.15
2026-07-08T22:08:48.514836,61.15
2026-07-08T22:08:49.515931,61.7
2026-07-08T22:08:50.516907,60.05
2026-07-08T22:08:51.517958,61.15
2026-07-08T22:08:52.518978,60.6
2026-07-08T22:08:53.519942,61.15
2026-07-08T22:08:54.521405,58.4
2026-07-08T22:08:55.526586,59.5
2026-07-08T22:08:56.527601,59.5
2026-07-08T22:08:57.528557,58.95
2026-07-08T22:08:58.529526,59.5
2026-07-08T22:08:59.530479,58.95
2026-07-08T22:09:00.531435,59.5
2026-07-08T22:09:01.532491,61.15
2026-07-08T22:09:02.533592,62.8
2026-07-08T22:09:03.534577,64.45
2026-07-08T22:09:04.535528,61.7
2026-07-08T22:09:05.536485,60.6
2026-07-08T22:09:06.537863,59.5
2026-07-08T22:09:07.539238,57.85
2026-07-08T22:09:08.540357,63.35
2026-07-08T22:09:09.541585,63.9
2026-07-08T22:09:10.542586,62.8
2026-07-08T22:09:11.543552,60.05
2026-07-08T22:09:12.544519,61.15
2026-07-08T22:09:13.545839,60.6
2026-07-08T22:09:14.547310,58.4
2026-07-08T22:09:15.548699,58.95
2026-07-08T22:09:16.550108,57.85
2026-07-08T22:09:17.551503,57.3
2026-07-08T22:09:18.552926,60.6
2026-07-08T22:09:19.553970,58.4
2026-07-08T22:09:20.554935,59.5
2026-07-08T22:09:21.555891,58.95
2026-07-08T22:09:22.556859,59.5
2026-07-08T22:09:23.558194,57.3
2026-07-08T22:09:24.559428,57.3
2026-07-08T22:09:25.560677,58.4
2026-07-08T22:09:26.562068,57.85
2026-07-08T22:09:27.563475,56.75
2026-07-08T22:09:28.564899,57.85
2026-07-08T22:09:29.566328,56.75
