Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-07-13T20:03:23.577613,  0.0,05.1091,0.44225,02.2554
2026-07-13T20:03:24.582980,  1.0,05.1093,0.44184,02.2533
2026-07-13T20:03:25.592002,  2.0,05.1067,0.62846,03.2051
2026-07-13T20:03:26.593865,  3.0,05.1091,0.82522,04.2086
2026-07-13T20:03:27.594073,  4.0,05.1090,0.82206,04.1925
2026-07-13T20:03:28.598847,  5.0,05.1086,0.86208,04.3966
2026-07-13T20:03:29.601421,  6.0,05.1058,0.76816,03.9176
2026-07-13T20:03:30.609138,  7.0,05.1212,0.74437,03.8111
2026-07-13T20:03:31.619179,  8.0,05.1092,0.68335,03.4850
2026-07-13T20:03:32.627713,  9.1,05.1098,0.57894,02.9525
2026-07-13T20:03:33.627641, 10.1,05.1084,1.43247,07.3055
2026-07-13T20:03:34.637147, 11.1,05.1184,0.65908,03.3678
2026-07-13T20:03:35.645009, 12.1,05.1245,0.66015,03.3799
2026-07-13T20:03:36.653868, 13.1,05.1167,0.70494,03.6022
2026-07-13T20:03:37.661510, 14.1,05.1136,0.75302,03.8479
2026-07-13T20:03:38.669661, 15.1,05.1072,0.66637,03.3984
2026-07-13T20:03:39.677221, 16.1,05.1155,0.68574,03.5041
2026-07-13T20:03:40.683749, 17.1,05.1086,1.47784,07.5369
2026-07-13T20:03:41.689440, 18.1,05.1159,1.04287,05.3290
2026-07-13T20:03:42.699554, 19.1,05.1078,1.65634,08.4473
2026-07-13T20:03:43.709201, 20.1,05.0944,0.98172,04.9969
2026-07-13T20:03:44.718046, 21.1,05.1095,0.83076,04.2368
2026-07-13T20:03:45.727618, 22.2,05.1080,0.82103,04.1872
2026-07-13T20:03:46.733873, 23.2,05.1056,0.81827,04.1731
2026-07-13T20:03:47.743164, 24.2,05.1063,0.83516,04.2593
2026-07-13T20:03:48.750366, 25.2,05.0914,0.96172,04.8951
2026-07-13T20:03:49.752143, 26.2,05.1173,0.68035,03.4765
2026-07-13T20:03:50.760256, 27.2,05.1087,0.71837,03.6636
2026-07-13T20:03:51.763878, 28.2,05.0981,0.68200,03.4713
2026-07-13T20:03:52.771308, 29.2,05.1139,0.66281,03.3869
2026-07-13T20:03:53.781588, 30.2,05.1085,0.61181,03.1202
2026-07-13T20:03:54.789560, 31.2,05.1111,0.63218,03.2304
2026-07-13T20:03:55.794577, 32.2,05.1125,0.68283,03.4892
2026-07-13T20:03:56.797554, 33.2,05.1125,0.75144,03.8398
2026-07-13T20:03:57.797969, 34.2,05.1158,0.60499,03.0914
2026-07-13T20:03:58.805488, 35.2,05.1067,0.71441,03.6434
2026-07-13T20:03:59.814643, 36.2,05.1056,0.74624,03.8058
2026-07-13T20:04:00.821599, 37.2,05.1151,1.32430,06.7671
2026-07-13T20:04:01.829980, 38.3,05.1053,0.67548,03.4449
2026-07-13T20:04:02.831413, 39.3,05.1050,0.80092,04.0846
2026-07-13T20:04:03.840150, 40.3,05.1317,0.92653,04.7530
2026-07-13T20:04:04.840973, 41.3,05.1139,0.80956,04.1368
2026-07-13T20:04:05.842752, 42.3,05.1227,0.61950,03.1718
2026-07-13T20:04:06.851849, 43.3,05.1045,0.65266,03.3285
2026-07-13T20:04:07.861892, 44.3,05.1048,0.74551,03.8021
2026-07-13T20:04:08.870667, 45.3,05.0972,1.31438,06.6901
