timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3
2026-04-26T16:39:44.152737,3.0,3.0,94.1,3.0
2026-04-26T16:39:45.315399,11.0,21.2,33.7,59.4
2026-04-26T16:39:46.346461,0.0,1.0,0.0,99.0
2026-04-26T16:39:47.346909,1.0,1.0,1.0,37.0
2026-04-26T16:39:48.347322,0.0,0.0,0.0,3.0
2026-04-26T16:39:49.348404,0.0,93.9,1.0,1.0
2026-04-26T16:39:50.349682,0.0,0.0,98.0,0.0
2026-04-26T16:39:51.350858,31.6,27.3,61.4,22.2
2026-04-26T16:39:52.352286,59.6,26.0,19.2,41.7
2026-04-26T16:39:53.354965,26.7,33.0,43.1,60.8
2026-04-26T16:39:54.356125,59.8,22.5,18.8,46.3
2026-04-26T16:39:55.356675,43.9,56.9,21.0,26.3
2026-04-26T16:39:56.357669,24.0,58.0,22.2,43.6
2026-04-26T16:39:57.359663,33.3,15.6,43.9,49.0
2026-04-26T16:39:58.361129,61.6,24.2,27.3,30.6
2026-04-26T16:39:59.363061,51.5,48.5,26.7,20.4
2026-04-26T16:40:00.364114,77.6,20.8,32.0,19.6
2026-04-26T16:40:01.365043,35.7,14.1,7.1,10.1
2026-04-26T16:40:02.365330,0.0,0.0,0.0,0.0
2026-04-26T16:40:03.365601,0.0,0.0,0.0,0.0
2026-04-26T16:40:04.366201,27.5,12.6,11.8,29.6
2026-04-26T16:40:05.366914,26.5,66.7,24.3,41.6
2026-04-26T16:40:06.367571,40.6,21.6,40.6,36.8
2026-04-26T16:40:07.368502,20.0,30.3,80.2,18.4
2026-04-26T16:40:08.369979,21.4,38.8,19.8,69.3
2026-04-26T16:40:09.373564,70.1,24.2,33.3,17.3
2026-04-26T16:40:10.376000,18.2,73.0,29.6,25.3
2026-04-26T16:40:11.379016,19.8,70.0,37.4,21.0
2026-04-26T16:40:12.382073,28.7,51.5,45.9,22.8
2026-04-26T16:40:13.385938,16.8,14.6,55.9,48.5
2026-04-26T16:40:14.388124,36.6,31.3,38.0,40.6
2026-04-26T16:40:15.390219,0.0,3.0,1.0,0.0
2026-04-26T16:40:16.391761,0.0,0.0,0.0,0.0
2026-04-26T16:40:17.393305,0.0,0.0,0.0,0.0
2026-04-26T16:40:18.396063,17.8,88.9,19.0,18.2
2026-04-26T16:40:19.407323,17.2,50.0,57.0,18.4
2026-04-26T16:40:20.408848,65.3,27.6,31.3,37.1
2026-04-26T16:40:21.410993,37.0,21.2,67.7,16.5
2026-04-26T16:40:22.413766,41.8,18.2,30.0,56.9
2026-04-26T16:40:23.416366,44.9,24.0,40.4,35.4
2026-04-26T16:40:24.419594,38.1,58.2,18.6,25.5
2026-04-26T16:40:25.422989,27.0,28.6,20.8,71.3
2026-04-26T16:40:26.426706,30.4,63.0,21.4,35.6
2026-04-26T16:40:27.429854,51.0,17.2,38.9,34.7
2026-04-26T16:40:28.431288,16.2,27.0,22.2,7.1
2026-04-26T16:40:29.432390,0.0,0.0,0.0,0.0
2026-04-26T16:40:30.433473,0.0,0.0,0.0,0.0
2026-04-26T16:40:31.435818,22.0,11.0,26.0,12.0
2026-04-26T16:40:32.438206,61.2,21.2,43.7,29.0
2026-04-26T16:40:33.440097,44.3,26.3,39.4,33.0
2026-04-26T16:40:34.445561,49.5,38.2,20.2,42.4
2026-04-26T16:40:35.447632,30.3,39.4,58.2,19.6
2026-04-26T16:40:36.450874,18.2,56.4,26.8,43.6
2026-04-26T16:40:37.453061,18.6,58.0,42.7,27.5
2026-04-26T16:40:38.455470,15.6,25.0,53.1,47.4
2026-04-26T16:40:39.458600,18.8,48.5,21.2,56.7
2026-04-26T16:40:40.460852,63.6,39.4,19.0,25.0
2026-04-26T16:40:41.462934,20.4,29.6,34.3,56.1
2026-04-26T16:40:42.464566,1.0,4.0,0.0,1.0
2026-04-26T16:40:43.465744,0.0,0.0,0.0,0.0
2026-04-26T16:40:44.467297,0.0,0.0,0.0,0.0
2026-04-26T16:40:45.469187,21.6,36.6,44.9,34.7
2026-04-26T16:40:46.489730,29.4,36.4,57.8,22.8
2026-04-26T16:40:47.495327,70.8,24.7,38.8,23.5
2026-04-26T16:40:48.498070,19.6,56.6,26.5,40.2
2026-04-26T16:40:49.500219,29.6,25.7,37.8,50.0
2026-04-26T16:40:50.502001,27.5,39.2,59.6,22.0
2026-04-26T16:40:51.506052,60.0,23.8,43.9,20.8
2026-04-26T16:40:52.507746,24.2,72.5,17.2,28.1
2026-04-26T16:40:53.510452,51.9,30.0,29.4,38.6
2026-04-26T16:40:54.512881,20.6,61.2,43.4,24.0
2026-04-26T16:40:55.514406,10.0,10.0,49.0,9.9
2026-04-26T16:40:56.515489,0.0,1.0,0.0,0.0
2026-04-26T16:40:57.516557,0.0,0.0,0.0,0.0
2026-04-26T16:40:58.517763,7.2,23.2,26.3,9.0
2026-04-26T16:40:59.519274,26.7,40.0,66.7,22.0
2026-04-26T16:41:00.522469,35.4,50.5,35.3,27.7
2026-04-26T16:41:01.524959,26.7,42.2,22.5,66.3
2026-04-26T16:41:02.528154,19.0,25.2,51.0,55.1
2026-04-26T16:41:03.531272,18.0,19.2,52.5,55.9
2026-04-26T16:41:04.534053,51.0,23.5,35.3,39.0
2026-04-26T16:41:05.535786,16.3,53.0,39.8,37.8
2026-04-26T16:41:06.537192,17.3,53.9,54.5,17.3
2026-04-26T16:41:07.539695,16.5,15.5,92.9,15.5
2026-04-26T16:41:08.542872,54.5,22.2,21.0,46.0
2026-04-26T16:41:09.545625,5.9,0.0,1.0,1.0
2026-04-26T16:41:10.546829,0.0,0.0,0.0,0.0
2026-04-26T16:41:11.548356,0.0,0.0,0.0,0.0
2026-04-26T16:41:12.550108,37.8,42.4,36.0,20.0
2026-04-26T16:41:13.567339,31.0,18.0,49.5,48.0
2026-04-26T16:41:14.589345,33.3,48.5,49.0,27.6
2026-04-26T16:41:15.591361,52.0,47.5,26.5,23.5
2026-04-26T16:41:16.594701,24.2,51.5,54.7,20.6
2026-04-26T16:41:17.596817,82.8,18.8,28.3,19.0
2026-04-26T16:41:18.599175,67.0,18.0,18.0,43.0
2026-04-26T16:41:19.601488,26.0,22.3,31.6,69.3
2026-04-26T16:41:20.603267,80.2,20.0,20.4,28.0
2026-04-26T16:41:21.605238,31.1,19.6,80.2,20.4
2026-04-26T16:41:22.606489,26.3,8.1,32.3,9.0
2026-04-26T16:41:23.607586,0.0,0.0,0.0,0.0
2026-04-26T16:41:24.608673,0.0,0.0,0.0,0.0
2026-04-26T16:41:25.610464,9.9,24.0,27.7,10.0
2026-04-26T16:41:26.612809,21.2,28.1,81.0,20.2
2026-04-26T16:41:27.615634,25.0,36.9,64.0,23.3
2026-04-26T16:41:28.618111,35.3,53.2,35.9,29.3
2026-04-26T16:41:29.622181,62.7,29.9,36.3,19.6
2026-04-26T16:41:30.624370,48.0,30.0,28.6,37.8
2026-04-26T16:41:31.627481,63.6,47.6,24.0,20.4
2026-04-26T16:41:32.629485,24.0,25.0,83.5,19.8
2026-04-26T16:41:33.631977,18.8,93.9,18.0,19.8
2026-04-26T16:41:34.634584,42.4,36.8,15.5,48.0
2026-04-26T16:41:35.637137,66.3,24.8,18.2,39.0
2026-04-26T16:41:36.638772,0.0,2.0,0.0,0.0
2026-04-26T16:41:37.639936,0.0,0.0,0.0,1.0
2026-04-26T16:41:38.641458,0.0,0.0,0.0,0.0
2026-04-26T16:41:39.643631,33.7,70.0,20.8,20.0
2026-04-26T16:41:40.646141,20.0,16.3,42.3,63.4
2026-04-26T16:41:41.648712,26.5,56.9,42.9,35.7
2026-04-26T16:41:42.652044,36.1,60.6,30.3,17.2
