timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3,cpu_core_4,cpu_core_5,cpu_core_6,cpu_core_7
2026-04-29T15:57:04.807283,51.5,53.0,46.5,32.3,62.0,57.6,34.7,22.8
2026-04-29T15:57:05.812745,54.1,55.6,46.5,33.0,69.1,62.2,47.5,30.3
2026-04-29T15:57:06.814046,64.3,59.2,59.2,55.1,48.0,31.3,18.4,5.1
2026-04-29T15:57:07.816357,59.6,54.1,44.4,39.0,49.5,33.3,25.0,19.8
2026-04-29T15:57:08.825887,44.4,41.4,27.3,23.2,32.0,28.6,18.2,16.2
2026-04-29T15:57:09.832349,43.9,39.0,27.3,21.0,42.9,28.3,25.7,18.0
2026-04-29T15:57:10.836998,69.4,70.1,57.1,51.0,36.7,12.0,8.0,8.0
2026-04-29T15:57:11.847018,67.3,69.4,61.2,57.1,34.4,16.0,12.0,10.0
2026-04-29T15:57:12.848941,38.0,29.3,23.2,22.2,24.5,32.7,10.1,6.1
2026-04-29T15:57:13.850928,55.7,50.0,29.6,28.3,37.1,13.0,10.9,9.0
2026-04-29T15:57:14.857231,58.8,50.0,32.3,25.5,35.1,15.0,8.9,7.9
2026-04-29T15:57:15.857608,62.2,59.2,46.5,46.0,23.2,14.0,10.1,10.1
2026-04-29T15:57:16.865642,50.0,42.9,44.4,44.4,31.6,32.7,15.8,11.0
2026-04-29T15:57:17.871181,61.6,54.1,51.0,44.4,27.8,3.0,0.0,0.0
2026-04-29T15:57:18.876445,60.8,57.1,42.4,32.3,27.1,0.0,0.0,0.0
2026-04-29T15:57:19.884773,58.6,59.0,53.5,50.0,14.1,16.2,2.0,1.0
2026-04-29T15:57:20.900985,67.0,63.6,59.0,55.0,43.9,25.7,23.0,14.7
2026-04-29T15:57:21.918638,75.0,69.0,66.7,56.6,44.4,25.0,17.8,15.8
2026-04-29T15:57:22.930068,66.3,57.6,47.5,37.0,35.0,25.0,19.0,16.0
2026-04-29T15:57:23.938493,42.0,36.7,35.4,31.3,32.3,28.6,13.0,6.0
2026-04-29T15:57:24.942919,60.2,54.5,46.0,34.7,42.9,17.2,11.0,11.0
2026-04-29T15:57:25.946818,73.7,67.3,63.3,50.5,37.1,13.9,7.0,9.9
2026-04-29T15:57:26.951904,61.6,57.6,54.0,49.0,22.2,27.6,14.9,9.0
2026-04-29T15:57:27.952897,60.6,57.6,50.5,38.4,36.5,17.0,12.1,9.0
2026-04-29T15:57:28.957015,68.4,64.3,56.0,45.5,38.8,11.1,8.0,9.0
2026-04-29T15:57:29.958824,70.7,65.0,49.0,43.0,25.3,12.0,11.0,9.0
2026-04-29T15:57:30.960963,41.8,39.8,35.4,31.6,20.8,20.4,0.0,0.0
2026-04-29T15:57:31.964750,78.8,76.8,73.7,71.7,30.9,2.0,3.0,0.0
2026-04-29T15:57:32.976274,69.7,67.7,57.6,48.0,30.9,2.9,1.0,2.0
2026-04-29T15:57:33.985268,42.0,39.4,25.0,22.0,33.3,35.7,17.8,12.9
2026-04-29T15:57:34.988697,68.0,62.6,55.6,45.5,43.9,26.0,19.0,15.2
2026-04-29T15:57:35.992698,70.0,62.6,54.1,43.4,43.4,25.3,16.2,14.9
2026-04-29T15:57:37.001782,81.0,78.8,77.8,73.7,33.7,15.8,9.0,9.9
2026-04-29T15:57:38.028021,52.5,52.5,43.0,40.4,25.8,31.3,13.9,6.9
2026-04-29T15:57:39.030903,61.6,51.5,42.4,35.4,32.7,12.1,11.0,7.1
2026-04-29T15:57:40.035746,62.9,59.2,42.3,36.4,35.1,14.9,8.0,6.9
2026-04-29T15:57:41.041375,67.3,61.2,52.5,40.4,43.9,14.1,14.0,11.0
2026-04-29T15:57:42.042420,70.0,59.0,43.0,35.4,25.0,30.6,13.1,9.0
2026-04-29T15:57:43.048353,69.4,66.3,57.1,56.6,33.7,11.0,8.8,6.9
2026-04-29T15:57:44.052187,62.2,50.5,44.4,35.4,26.8,1.0,0.0,0.0
2026-04-29T15:57:45.055384,56.7,50.5,40.8,28.3,16.7,2.0,0.0,1.0
2026-04-29T15:57:46.060306,34.3,29.0,23.2,21.0,23.5,25.3,3.0,2.0
2026-04-29T15:57:47.064601,59.8,57.7,48.5,41.8,41.8,27.3,22.0,14.0
2026-04-29T15:57:48.067259,68.7,63.3,56.6,47.5,42.9,23.2,15.2,14.0
2026-04-29T15:57:49.072606,42.4,42.0,28.6,24.2,32.7,32.0,21.0,14.0
2026-04-29T15:57:50.074005,49.5,42.3,37.4,34.0,37.1,14.3,15.0,8.9
2026-04-29T15:57:51.077689,54.7,50.0,36.4,23.5,35.4,14.9,8.9,8.1
2026-04-29T15:57:52.084129,63.0,55.1,43.4,33.3,30.3,19.0,8.1,7.9
2026-04-29T15:57:53.089509,47.0,55.0,43.4,44.4,26.8,36.1,10.0,6.1
2026-04-29T15:57:54.092522,60.4,54.2,43.4,36.4,36.1,13.0,11.0,9.0
2026-04-29T15:57:55.094397,63.6,58.6,50.5,38.8,34.0,14.1,10.1,8.0
2026-04-29T15:57:56.100001,45.9,42.3,32.7,25.3,21.2,10.9,7.9,7.9
