condition,fps,passage_id,n_capture_events,n_unique_source_frames,n_human_suited_capture_events,n_available_human_suited_source_frames,n_captured_unique_human_suited_source_frames,unique_gt_suited_retention,gt_opportunity_exists,selector_data_available,selector_event_mapping_available,n_classifier_accepted_events,classifier_covered,n_human_suited_events_preserved,gt_suited_opportunity_preserved,coverage_preserved_by_false_positive,coverage_outcome
fixed_fps,2.0,0084az,12,12,0,4,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0101,13,13,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0116vd,10,10,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0117vd,9,9,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0118vd,11,11,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0119vd,12,12,2,10,2,0.2,True,True,True,3,True,2,True,False,coverage_preserved
fixed_fps,2.0,0120vd,16,16,5,22,5,0.22727272727272727,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,2.0,0121vd,16,16,4,20,4,0.2,True,True,True,5,True,4,True,False,coverage_preserved
fixed_fps,2.0,0122vd,14,14,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0123vd,10,10,2,7,2,0.2857142857142857,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0124vd,9,9,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0125vd,10,10,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0126,18,18,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0127vd,13,13,2,10,2,0.2,True,True,True,4,True,2,True,False,coverage_preserved
fixed_fps,2.0,0128,21,21,2,8,2,0.25,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0128vd,11,11,1,8,1,0.125,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0129az,14,14,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0130az,17,17,3,18,3,0.16666666666666666,True,True,True,4,True,3,True,False,coverage_preserved
fixed_fps,2.0,0131az,16,16,6,29,6,0.20689655172413793,True,True,True,6,True,6,True,False,coverage_preserved
fixed_fps,2.0,0133az,10,10,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0134az,28,28,17,73,17,0.2328767123287671,True,True,True,17,True,17,True,False,coverage_preserved
fixed_fps,2.0,0135az,9,9,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0137az,23,23,7,36,7,0.19444444444444445,True,True,True,7,True,7,True,False,coverage_preserved
fixed_fps,2.0,0138,18,18,1,6,1,0.16666666666666666,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,2.0,0138azs2,10,10,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0140qz,19,19,11,54,11,0.2037037037037037,True,True,True,11,True,11,True,False,coverage_preserved
fixed_fps,2.0,0141az,12,12,3,13,3,0.23076923076923078,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,014bmf,13,13,3,12,3,0.25,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,0170,16,16,0,4,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0183,28,28,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0184,16,16,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0186,14,14,2,7,2,0.2857142857142857,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0188,12,12,1,3,1,0.3333333333333333,True,True,True,0,False,0,False,,selector_side_coverage_loss
fixed_fps,2.0,0192,7,7,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0197,16,16,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,01mf,20,20,12,58,12,0.20689655172413793,True,True,True,12,True,12,True,False,coverage_preserved
fixed_fps,2.0,0200,17,17,1,7,1,0.14285714285714285,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0210,13,13,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0214,20,17,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0217,20,20,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0219,12,12,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0247,21,21,4,21,4,0.19047619047619047,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,2.0,0253,17,17,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0262,35,35,3,15,3,0.2,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,0263,10,10,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0275,20,20,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0278,13,13,2,8,2,0.25,True,True,True,3,True,2,True,False,coverage_preserved
fixed_fps,2.0,02mf,14,14,4,19,4,0.21052631578947367,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,2.0,03mf,11,11,2,11,2,0.18181818181818182,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0428,13,13,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0438,15,15,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0456,17,17,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0458,13,13,0,3,0,0.0,False,True,True,1,True,0,False,True,coverage_preserved
fixed_fps,2.0,0463,25,25,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0468,14,14,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0472,21,21,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0473,15,15,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,04mf,8,8,1,6,1,0.16666666666666666,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0502,14,14,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0502vd,12,12,1,7,1,0.14285714285714285,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0504,21,21,1,5,1,0.2,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,2.0,0505,11,11,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0506vd,13,13,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0507,9,9,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0508,13,13,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0510,15,15,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0511,10,10,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0515vd,21,21,1,4,1,0.25,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,2.0,05mf,12,12,3,6,3,0.5,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,0605az,20,20,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0606az,33,33,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0607az,13,13,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0608az,16,16,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0610az,28,28,3,17,3,0.17647058823529413,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,0612az,16,16,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0741,13,13,1,8,1,0.125,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0792,11,11,0,4,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0796,10,10,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0799,13,13,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0806ro,15,15,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0902br,12,12,1,5,1,0.2,True,True,True,1,True,0,False,True,coverage_preserved
fixed_fps,2.0,0903,17,17,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0909,25,25,3,15,3,0.2,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0918,12,12,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0937,9,9,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0955,13,13,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0963,17,17,3,10,3,0.3,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,0971,19,19,3,14,3,0.21428571428571427,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,0972,24,24,1,3,1,0.3333333333333333,True,True,True,0,False,0,False,,selector_side_coverage_loss
fixed_fps,2.0,0974,9,9,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0977,10,10,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0978,9,9,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0982,9,9,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0983,12,12,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0984,15,15,1,5,1,0.2,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,2.0,0985,10,10,0,4,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0986,10,10,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0987,8,8,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0988,22,22,1,7,1,0.14285714285714285,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0990,16,16,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,2.0,0992,13,13,2,9,2,0.2222222222222222,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0993,11,11,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0994,13,13,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0995,9,9,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0998,12,11,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,0999,12,11,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,09mf,11,11,2,8,2,0.25,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,1000,12,12,1,7,1,0.14285714285714285,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,1001,18,18,6,27,6,0.2222222222222222,True,True,True,5,True,5,True,False,coverage_preserved
fixed_fps,2.0,1003,14,14,2,10,2,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,1005,10,10,0,2,0,0.0,False,True,True,1,True,0,False,True,coverage_preserved
fixed_fps,2.0,10mf,16,16,3,15,3,0.2,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,11mf,16,16,2,12,2,0.16666666666666666,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,608azf,17,17,3,17,3,0.17647058823529413,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,66vdf,14,14,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,67vdf,17,17,9,45,9,0.2,True,True,True,9,True,9,True,False,coverage_preserved
fixed_fps,2.0,71azf,8,8,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,2.0,802rof,15,13,3,11,3,0.2727272727272727,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,2.0,806rof,11,11,2,5,2,0.4,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,2.0,902brf,18,18,1,6,1,0.16666666666666666,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,3.0,0002,22,22,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0005az,50,50,6,19,6,0.3157894736842105,True,True,True,6,True,6,True,False,coverage_preserved
fixed_fps,3.0,0006,34,34,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,000742,31,31,3,12,3,0.25,True,True,True,4,True,3,True,False,coverage_preserved
fixed_fps,3.0,0007vm,24,24,2,6,2,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0008vd,29,29,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0008vm,17,17,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,0009ro,20,20,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0009vd,18,18,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0010,20,20,1,6,1,0.16666666666666666,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0010az,31,31,4,15,4,0.26666666666666666,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,3.0,0011br,14,13,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0013ro,23,23,2,6,2,0.3333333333333333,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0014,23,23,3,8,3,0.375,True,True,True,5,True,3,True,False,coverage_preserved
fixed_fps,3.0,0014s2,17,17,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0014vm,21,21,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0015,21,21,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0020,15,15,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0020az,33,33,2,6,2,0.3333333333333333,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0020vd,22,22,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0021,22,22,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0024,33,33,6,18,6,0.3333333333333333,True,True,True,6,True,6,True,False,coverage_preserved
fixed_fps,3.0,0024br,18,18,2,6,2,0.3333333333333333,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0024vd,47,47,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0026,18,18,2,7,2,0.2857142857142857,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0027vm,29,28,16,45,15,0.3333333333333333,True,True,True,16,True,16,True,False,coverage_preserved
fixed_fps,3.0,0028vm,18,18,3,11,3,0.2727272727272727,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0029,19,19,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0029am,20,20,8,27,8,0.2962962962962963,True,True,True,8,True,8,True,False,coverage_preserved
fixed_fps,3.0,0030am,23,23,7,23,7,0.30434782608695654,True,True,True,6,True,6,True,False,coverage_preserved
fixed_fps,3.0,0031az,26,26,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0032az,64,55,6,22,6,0.2727272727272727,True,True,True,6,True,6,True,False,coverage_preserved
fixed_fps,3.0,0034az,31,30,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0035,15,15,2,5,2,0.4,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0041vd,11,11,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0041vds2,9,9,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0043az,15,15,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0044,14,14,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0047,17,17,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0047az,25,25,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0048az,22,22,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0050,20,20,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0050vd,22,22,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0052az,28,28,7,22,7,0.3181818181818182,True,True,True,7,True,7,True,False,coverage_preserved
fixed_fps,3.0,0053az,64,64,10,31,10,0.3225806451612903,True,True,True,11,True,10,True,False,coverage_preserved
fixed_fps,3.0,0054az,19,19,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0055,14,14,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,0056,15,15,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0057,35,35,3,10,3,0.3,True,True,True,4,True,3,True,False,coverage_preserved
fixed_fps,3.0,0059,23,23,0,2,0,0.0,False,True,True,2,True,0,False,True,coverage_preserved
fixed_fps,3.0,0059az,21,21,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0060az,21,21,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0062,45,45,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0063vd,25,25,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0065az,26,26,4,11,4,0.36363636363636365,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,3.0,0065vd,23,23,3,9,3,0.3333333333333333,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0066az,27,27,4,11,4,0.36363636363636365,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,3.0,0067vd,27,27,9,30,9,0.3,True,True,True,8,True,8,True,False,coverage_preserved
fixed_fps,3.0,0068vd,90,90,11,35,11,0.3142857142857143,True,True,True,10,True,10,True,False,coverage_preserved
fixed_fps,3.0,0068vds2,76,76,25,81,25,0.30864197530864196,True,True,True,26,True,24,True,False,coverage_preserved
fixed_fps,3.0,0069az,39,39,1,3,1,0.3333333333333333,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,3.0,0071az,15,15,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,0071vd,17,17,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0074,18,18,2,5,2,0.4,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0084az,18,18,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0101,19,19,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0116vd,14,14,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0117vd,13,13,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0118vd,16,16,3,9,3,0.3333333333333333,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0119vd,18,17,3,10,3,0.3,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0120vd,24,24,7,22,7,0.3181818181818182,True,True,True,6,True,6,True,False,coverage_preserved
fixed_fps,3.0,0121vd,24,24,6,20,6,0.3,True,True,True,7,True,6,True,False,coverage_preserved
fixed_fps,3.0,0122vd,21,21,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0123vd,14,14,2,7,2,0.2857142857142857,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0124vd,13,13,2,4,2,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0125vd,14,14,2,5,2,0.4,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0126,27,27,2,5,2,0.4,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0127vd,19,19,3,10,3,0.3,True,True,True,4,True,3,True,False,coverage_preserved
fixed_fps,3.0,0128,31,31,3,8,3,0.375,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0128vd,16,16,2,8,2,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0129az,20,20,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0130az,25,25,5,18,5,0.2777777777777778,True,True,True,6,True,5,True,False,coverage_preserved
fixed_fps,3.0,0131az,24,24,9,29,9,0.3103448275862069,True,True,True,9,True,9,True,False,coverage_preserved
fixed_fps,3.0,0133az,15,15,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0134az,42,41,25,73,24,0.3287671232876712,True,True,True,25,True,25,True,False,coverage_preserved
fixed_fps,3.0,0135az,13,12,4,4,3,0.75,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,3.0,0137az,34,34,11,36,11,0.3055555555555556,True,True,True,11,True,11,True,False,coverage_preserved
fixed_fps,3.0,0138,27,27,2,6,2,0.3333333333333333,True,True,True,3,True,2,True,False,coverage_preserved
fixed_fps,3.0,0138azs2,14,14,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0140qz,28,28,16,54,16,0.2962962962962963,True,True,True,16,True,16,True,False,coverage_preserved
fixed_fps,3.0,0141az,18,18,4,13,4,0.3076923076923077,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,014bmf,19,19,4,12,4,0.3333333333333333,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,3.0,0170,23,23,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0183,42,42,0,2,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,0184,24,24,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0186,20,20,3,7,3,0.42857142857142855,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0188,18,18,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0192,10,10,0,2,0,0.0,False,True,True,1,True,0,False,True,coverage_preserved
fixed_fps,3.0,0197,24,24,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,01mf,29,29,18,58,18,0.3103448275862069,True,True,True,18,True,18,True,False,coverage_preserved
fixed_fps,3.0,0200,25,25,2,7,2,0.2857142857142857,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0210,19,19,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0214,29,21,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0217,29,29,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0219,17,17,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0247,31,31,7,21,7,0.3333333333333333,True,True,True,7,True,7,True,False,coverage_preserved
fixed_fps,3.0,0253,25,25,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0262,52,52,5,15,5,0.3333333333333333,True,True,True,5,True,5,True,False,coverage_preserved
fixed_fps,3.0,0263,14,14,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,0275,30,30,0,2,0,0.0,False,True,True,1,True,0,False,True,coverage_preserved
fixed_fps,3.0,0278,19,19,3,8,3,0.375,True,True,True,4,True,3,True,False,coverage_preserved
fixed_fps,3.0,02mf,20,20,6,19,6,0.3157894736842105,True,True,True,5,True,5,True,False,coverage_preserved
fixed_fps,3.0,03mf,17,17,4,11,4,0.36363636363636365,True,True,True,4,True,4,True,False,coverage_preserved
fixed_fps,3.0,0428,19,19,1,5,1,0.2,True,True,True,2,True,1,True,False,coverage_preserved
fixed_fps,3.0,0438,23,23,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0456,25,25,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0458,20,20,1,3,1,0.3333333333333333,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0463,38,38,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0468,21,21,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0472,31,31,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,0473,22,22,0,3,0,0.0,False,True,True,0,False,0,False,,sampling_failure
fixed_fps,3.0,04mf,12,12,2,6,2,0.3333333333333333,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0502,20,19,2,4,2,0.5,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0502vd,18,18,2,7,2,0.2857142857142857,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0504,31,31,2,5,2,0.4,True,True,True,3,True,2,True,False,coverage_preserved
fixed_fps,3.0,0505,16,16,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0506vd,19,19,1,4,1,0.25,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0507,14,14,1,5,1,0.2,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0508,20,18,1,2,1,0.5,True,True,True,1,True,1,True,False,coverage_preserved
fixed_fps,3.0,0510,23,23,3,9,3,0.3333333333333333,True,True,True,3,True,3,True,False,coverage_preserved
fixed_fps,3.0,0511,15,15,2,9,2,0.2222222222222222,True,True,True,2,True,2,True,False,coverage_preserved
fixed_fps,3.0,0515vd,31,31,1,4,1,0.25,True,True,True,2,True,1,True,False,coverage_preserved
