timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3
2026-05-27T12:04:42.401666,31.0,43.0,3.0,27.7
2026-05-27T12:04:43.407382,65.0,21.8,29.7,11.0
2026-05-27T12:04:44.408204,100.0,0.0,0.0,0.0
2026-05-27T12:04:45.408606,57.0,0.0,0.0,0.0
2026-05-27T12:04:46.408975,3.0,0.0,0.0,0.0
2026-05-27T12:04:47.410062,9.9,0.0,66.3,0.0
2026-05-27T12:04:48.411515,0.0,0.0,100.0,0.0
2026-05-27T12:04:49.412718,17.2,18.0,50.5,49.0
2026-05-27T12:04:50.413648,43.6,15.6,37.1,46.0
2026-05-27T12:04:51.415547,59.0,21.2,26.7,43.0
2026-05-27T12:04:52.417535,31.7,18.8,26.5,72.9
2026-05-27T12:04:53.419189,22.5,33.3,20.8,74.5
2026-05-27T12:04:54.420483,66.3,24.2,18.0,39.0
2026-05-27T12:04:55.421773,68.0,41.0,20.2,16.5
2026-05-27T12:04:56.423259,20.4,44.4,47.5,37.0
2026-05-27T12:04:57.426120,57.0,41.4,25.8,19.2
2026-05-27T12:04:58.427226,43.9,39.0,41.0,21.2
2026-05-27T12:04:59.428209,55.7,66.0,53.1,46.9
2026-05-27T12:05:00.428755,17.2,18.6,18.0,23.8
2026-05-27T12:05:01.429090,0.0,0.0,0.0,0.0
2026-05-27T12:05:02.429450,0.0,0.0,0.0,0.0
2026-05-27T12:05:03.430136,29.7,9.2,27.6,13.1
2026-05-27T12:05:04.431335,54.5,20.8,36.2,26.5
2026-05-27T12:05:05.434577,19.2,39.6,69.4,18.0
2026-05-27T12:05:06.436922,51.4,56.2,22.5,22.0
2026-05-27T12:05:07.439306,13.8,70.4,17.7,34.7
2026-05-27T12:05:08.441312,35.7,22.0,17.2,70.9
2026-05-27T12:05:09.443948,70.0,22.8,36.6,20.8
2026-05-27T12:05:10.446751,52.0,45.5,29.0,24.3
2026-05-27T12:05:11.452767,29.3,58.8,37.6,17.2
2026-05-27T12:05:12.455256,32.7,25.7,45.2,42.4
2026-05-27T12:05:13.458185,47.0,37.6,74.0,42.0
2026-05-27T12:05:14.459823,25.3,25.5,49.5,44.0
2026-05-27T12:05:15.460884,0.0,0.0,0.0,0.0
2026-05-27T12:05:16.461943,0.0,0.0,0.0,0.0
