timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3,cpu_core_4,cpu_core_5,cpu_core_6,cpu_core_7
2026-04-18T12:32:57.438740,38.4,37.4,32.7,32.3,68.4,61.6,50.5,35.4
2026-04-18T12:32:58.441607,37.1,37.8,32.0,28.3,67.0,58.6,41.8,25.0
2026-04-18T12:32:59.445558,33.3,33.7,34.7,31.0,52.0,50.0,23.0,15.0
2026-04-18T12:33:00.450438,44.9,39.2,36.4,34.3,54.1,43.0,34.3,25.3
2026-04-18T12:33:01.451091,41.8,37.8,34.0,29.3,53.1,29.6,24.0,16.0
2026-04-18T12:33:02.456312,40.4,35.4,33.3,28.6,44.4,32.0,24.2,24.0
2026-04-18T12:33:03.461516,40.8,38.0,33.0,30.0,49.5,42.4,32.3,20.4
2026-04-18T12:33:04.463887,42.9,36.1,31.3,28.0,50.0,30.3,22.0,21.0
2026-04-18T12:33:05.465304,37.1,34.7,32.3,29.6,49.5,32.3,25.3,19.2
2026-04-18T12:33:06.467288,33.3,32.3,32.3,28.3,41.8,36.7,32.0,23.0
2026-04-18T12:33:07.471740,37.4,37.4,30.6,30.0,49.5,36.7,26.0,19.2
2026-04-18T12:33:08.474617,44.9,40.8,38.0,32.7,49.0,35.4,24.2,18.2
2026-04-18T12:33:09.477837,42.4,38.4,35.7,33.3,40.8,34.0,19.0,19.8
2026-04-18T12:33:10.481135,87.8,84.8,81.2,80.8,89.0,88.9,87.9,84.8
2026-04-18T12:33:11.487117,62.6,62.0,58.2,56.0,68.7,60.6,55.0,50.0
2026-04-18T12:33:12.490659,45.0,40.4,38.6,37.0,41.8,26.3,11.1,10.0
2026-04-18T12:33:13.494459,43.9,36.1,33.3,29.3,46.4,29.0,25.0,19.0
2026-04-18T12:33:14.497824,49.5,48.0,43.4,43.0,41.8,38.8,32.3,25.0
2026-04-18T12:33:15.500115,44.9,41.0,35.4,32.3,51.5,42.9,33.3,20.2
2026-04-18T12:33:16.500983,48.5,46.5,38.4,38.4,48.5,38.4,28.3,19.2
2026-04-18T12:33:17.506198,68.7,64.3,62.6,64.0,56.6,48.5,43.4,33.7
2026-04-18T12:33:18.508548,54.0,50.0,46.5,45.0,43.9,41.4,33.3,24.0
2026-04-18T12:33:19.512763,39.8,32.3,29.3,29.9,52.5,37.4,27.3,23.2
2026-04-18T12:33:20.514031,33.7,28.6,31.0,26.0,48.5,39.8,30.3,23.2
2026-04-18T12:33:21.517434,35.7,32.7,29.0,29.0,44.9,36.7,26.0,18.2
2026-04-18T12:33:22.522658,34.3,27.0,24.5,20.4,56.6,50.0,39.4,36.0
2026-04-18T12:33:23.524852,76.5,75.0,71.7,69.0,79.8,73.7,66.3,64.0
2026-04-18T12:33:24.530255,45.5,42.9,37.4,35.4,44.9,23.2,15.0,14.0
