Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-07-08T16:13:01.772223,  0.0,05.1099,0.47232,02.4088
2026-07-08T16:13:02.780661,  1.0,05.1100,0.47256,02.4147
2026-07-08T16:13:03.782582,  2.0,05.1100,0.54546,02.7873
2026-07-08T16:13:04.790857,  3.0,05.1086,0.84194,04.2938
2026-07-08T16:13:05.795662,  4.0,05.1095,0.82807,04.2231
2026-07-08T16:13:06.805723,  5.0,05.1093,0.61908,03.1573
2026-07-08T16:13:07.808607,  6.0,05.1125,0.62075,03.1720
2026-07-08T16:13:08.818459,  7.0,05.1098,0.61947,03.1592
2026-07-08T16:13:09.828769,  8.1,05.1181,0.61941,03.1651
2026-07-08T16:13:10.837001,  9.1,05.1102,0.62428,03.1900
2026-07-08T16:13:11.844263, 10.1,05.1100,0.76545,03.9114
2026-07-08T16:13:12.854193, 11.1,05.1147,0.62105,03.1735
2026-07-08T16:13:13.857221, 12.1,05.1104,0.62318,03.1844
2026-07-08T16:13:14.866974, 13.1,05.1034,0.48248,02.4606
2026-07-08T16:13:15.871836, 14.1,05.1104,0.49565,02.5327
2026-07-08T16:13:16.880095, 15.1,05.1091,0.52366,02.6706
2026-07-08T16:13:17.885229, 16.1,05.1050,0.51157,02.6090
2026-07-08T16:13:18.894836, 17.1,05.1105,0.52901,02.7032
2026-07-08T16:13:19.901522, 18.1,05.1097,0.69480,03.5434
2026-07-08T16:13:20.910717, 19.1,05.1108,0.67181,03.4329
2026-07-08T16:13:21.919088, 20.1,05.1100,0.65299,03.3367
2026-07-08T16:13:22.923903, 21.2,05.1056,0.63909,03.2593
2026-07-08T16:13:23.928407, 22.2,05.1087,0.64053,03.2667
2026-07-08T16:13:24.930222, 23.2,05.1136,0.50216,02.5660
2026-07-08T16:13:25.934582, 24.2,05.1112,0.58689,02.9990
2026-07-08T16:13:26.940705, 25.2,05.1161,0.55329,02.8273
2026-07-08T16:13:27.947196, 26.2,05.1101,0.52412,02.6782
2026-07-08T16:13:28.953611, 27.2,05.1056,0.51050,02.6035
2026-07-08T16:13:29.963495, 28.2,05.1098,0.50395,02.5701
2026-07-08T16:13:30.968581, 29.2,05.1109,0.49888,02.5492
2026-07-08T16:13:31.971894, 30.2,05.1044,0.52468,02.6758
2026-07-08T16:13:32.973933, 31.2,05.1112,0.49609,02.5350
2026-07-08T16:13:33.982894, 32.2,05.1093,0.55884,02.8500
2026-07-08T16:13:34.990609, 33.2,05.1091,0.52985,02.7022
2026-07-08T16:13:35.993002, 34.2,05.1103,0.49621,02.5356
2026-07-08T16:13:36.995772, 35.2,05.1056,0.58718,02.9946
2026-07-08T16:13:37.999117, 36.2,05.1116,0.50248,02.5676
2026-07-08T16:13:39.007448, 37.2,05.1125,0.54670,02.7936
2026-07-08T16:13:40.012192, 38.2,05.1092,0.54709,02.7901
2026-07-08T16:13:41.014071, 39.2,05.1137,0.51034,02.6078
2026-07-08T16:13:42.023747, 40.3,05.1073,0.54439,02.7763
2026-07-08T16:13:43.032074, 41.3,05.1103,0.55221,02.8217
2026-07-08T16:13:44.032945, 42.3,05.1139,0.51242,02.6184
2026-07-08T16:13:45.037391, 43.3,05.1108,0.61135,03.1239
2026-07-08T16:13:46.047392, 44.3,05.1155,0.50124,02.5613
2026-07-08T16:13:47.051224, 45.3,05.1123,0.47185,02.4111
2026-07-08T16:13:48.059495, 46.3,05.1112,0.69529,03.5529
2026-07-08T16:13:49.069102, 47.3,05.1144,0.63121,03.2254
2026-07-08T16:13:50.079072, 48.3,05.1101,0.76506,03.9094
2026-07-08T16:13:51.088852, 49.3,05.1167,0.61650,03.1503
2026-07-08T16:13:52.098229, 50.3,05.1113,0.62673,03.2025
2026-07-08T16:13:53.106323, 51.3,05.1066,0.59693,03.0443
2026-07-08T16:13:54.116080, 52.3,05.1142,0.52695,02.6927
2026-07-08T16:13:55.126403, 53.4,05.1116,0.51553,02.6343
2026-07-08T16:13:56.136150, 54.4,05.1080,0.55317,02.8211
2026-07-08T16:13:57.146207, 55.4,05.1103,0.48953,02.5014
2026-07-08T16:13:58.156168, 56.4,05.0986,0.79645,04.0539
2026-07-08T16:13:59.157838, 57.4,05.1134,0.61664,03.1510
2026-07-08T16:14:00.167869, 58.4,05.1014,0.76798,03.9166
2026-07-08T16:14:01.175259, 59.4,05.1161,0.61905,03.1633
2026-07-08T16:14:02.182222, 60.4,05.1059,0.61815,03.1525
2026-07-08T16:14:03.183356, 61.4,05.1123,0.49542,02.5315
2026-07-08T16:14:04.187804, 62.4,05.1108,0.54504,02.7851
2026-07-08T16:14:05.197375, 63.4,05.1070,0.55157,02.8130
2026-07-08T16:14:06.205651, 64.4,05.1137,0.52918,02.7041
2026-07-08T16:14:07.207390, 65.4,05.1005,0.93983,04.7931
2026-07-08T16:14:08.212483, 66.4,05.1142,0.62581,03.1978
2026-07-08T16:14:09.220548, 67.4,05.1108,0.61998,03.1680
2026-07-08T16:14:10.223846, 68.5,05.1048,0.62108,03.1675
2026-07-08T16:14:11.231322, 69.5,05.1103,0.63713,03.2557
2026-07-08T16:14:12.240749, 70.5,05.1003,0.47740,02.4347
2026-07-08T16:14:13.250488, 71.5,05.1170,0.49751,02.5422
2026-07-08T16:14:14.253339, 72.5,05.1123,0.50305,02.5705
2026-07-08T16:14:15.262995, 73.5,05.1069,0.58273,02.9719
2026-07-08T16:14:16.263252, 74.5,05.1100,0.52314,02.6732
2026-07-08T16:14:17.265003, 75.5,05.1055,0.51490,02.6259
2026-07-08T16:14:18.275027, 76.5,05.1141,0.50444,02.5776
2026-07-08T16:14:19.280605, 77.5,05.1053,0.53321,02.7193
2026-07-08T16:14:20.290642, 78.5,05.1148,0.53635,02.7407
2026-07-08T16:14:21.294980, 79.5,05.1100,0.61994,03.1678
2026-07-08T16:14:22.297802, 80.5,05.1158,0.62069,03.1717
2026-07-08T16:14:23.304135, 81.5,05.1120,0.62191,03.1779
2026-07-08T16:14:24.307933, 82.5,05.1059,0.62000,03.1620
2026-07-08T16:14:25.314723, 83.5,05.1153,0.62175,03.1771
2026-07-08T16:14:26.324302, 84.6,05.1106,0.55208,02.8211
2026-07-08T16:14:27.334337, 85.6,05.1144,0.51665,02.6400
2026-07-08T16:14:28.340893, 86.6,05.1106,0.55478,02.8349
2026-07-08T16:14:29.350359, 87.6,05.1072,0.49538,02.5264
2026-07-08T16:14:30.357632, 88.6,05.1131,0.48744,02.4908
2026-07-08T16:14:31.365732, 89.6,05.1072,0.56212,02.8668
2026-07-08T16:14:32.375838, 90.6,05.1107,0.62212,03.1790
2026-07-08T16:14:33.380889, 91.6,05.1100,0.63271,03.2331
2026-07-08T16:14:34.388530, 92.6,05.1087,0.61957,03.1598
2026-07-08T16:14:35.388739, 93.6,05.1105,0.62186,03.1777
2026-07-08T16:14:36.398680, 94.6,05.1008,0.62173,03.1708
2026-07-08T16:14:37.401325, 95.6,05.1091,0.48141,02.4551
2026-07-08T16:14:38.407288, 96.6,05.1091,0.53857,02.7467
2026-07-08T16:14:39.416398, 97.6,05.1076,0.48953,02.4966
2026-07-08T16:14:40.425705, 98.7,05.1105,0.50799,02.5958
2026-07-08T16:14:41.433656, 99.7,05.1045,0.55509,02.8309
2026-07-08T16:14:42.442061,100.7,05.1184,0.62579,03.1977
2026-07-08T16:14:43.449278,101.7,05.1031,0.63311,03.2288
2026-07-08T16:14:44.454094,102.7,05.1173,0.66027,03.3739
2026-07-08T16:14:45.459203,103.7,05.1056,0.78332,03.9949
2026-07-08T16:14:46.466674,104.7,05.1189,0.64306,03.2860
2026-07-08T16:14:47.472960,105.7,05.1101,0.53427,02.7301
