Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-07-09T02:58:03.434497,  0.0,05.1110,0.46751,02.3889
2026-07-09T02:58:04.443477,  1.0,05.1109,0.46692,02.3859
2026-07-09T02:58:05.453708,  2.0,05.1107,0.80207,04.0985
2026-07-09T02:58:06.455016,  3.0,05.1105,0.81180,04.1482
2026-07-09T02:58:07.457172,  4.0,05.1104,0.82347,04.2079
2026-07-09T02:58:08.466708,  5.0,05.1220,0.62064,03.1776
2026-07-09T02:58:09.476765,  6.0,05.1180,0.76041,03.8856
2026-07-09T02:58:10.486091,  7.1,05.1161,0.61862,03.1611
2026-07-09T02:58:11.491360,  8.1,05.1081,0.77111,03.9326
2026-07-09T02:58:12.501382,  9.1,05.1136,0.87920,04.4927
2026-07-09T02:58:13.508207, 10.1,05.1076,1.27875,06.5216
2026-07-09T02:58:14.515802, 11.1,05.1106,0.79683,04.0718
2026-07-09T02:58:15.525731, 12.1,05.1089,0.78709,04.0141
2026-07-09T02:58:16.532639, 13.1,05.1030,0.60738,03.0976
2026-07-09T02:58:17.541821, 14.1,05.1100,0.66228,03.3842
2026-07-09T02:58:18.543151, 15.1,05.1073,0.75054,03.8277
2026-07-09T02:58:19.553184, 16.1,05.1070,0.65575,03.3443
2026-07-09T02:58:20.553178, 17.1,05.1059,1.53595,07.8333
2026-07-09T02:58:21.554534, 18.1,05.1100,1.08265,05.5323
2026-07-09T02:58:22.559689, 19.1,05.1156,1.36311,06.9654
2026-07-09T02:58:23.568636, 20.1,05.1087,0.85260,04.3482
2026-07-09T02:58:24.570200, 21.1,05.1142,0.76110,03.8892
2026-07-09T02:58:25.574451, 22.1,05.1050,0.68222,03.4793
2026-07-09T02:58:26.576928, 23.1,05.1181,0.87372,04.4647
2026-07-09T02:58:27.577434, 24.1,05.1180,0.67209,03.4343
2026-07-09T02:58:28.585738, 25.2,05.1151,0.90303,04.6144
2026-07-09T02:58:29.595243, 26.2,05.1166,0.79042,04.0390
2026-07-09T02:58:30.605062, 27.2,05.1153,0.59655,03.0483
2026-07-09T02:58:31.609544, 28.2,05.1111,0.68147,03.4823
2026-07-09T02:58:32.615549, 29.2,05.1058,0.79730,04.0662
2026-07-09T02:58:33.625263, 30.2,05.1072,0.66125,03.3723
2026-07-09T02:58:34.635585, 31.2,05.1059,0.58490,02.9829
2026-07-09T02:58:35.644552, 32.2,05.1084,0.61702,03.1468
2026-07-09T02:58:36.645066, 33.2,05.1227,0.75399,03.8604
2026-07-09T02:58:37.653099, 34.2,05.1139,0.66493,03.3977
2026-07-09T02:58:38.663448, 35.2,05.1080,0.76928,03.9233
2026-07-09T02:58:39.673477, 36.2,05.1172,0.68098,03.4798
2026-07-09T02:58:40.681438, 37.2,05.1119,1.51222,07.7274
2026-07-09T02:58:41.688207, 38.3,05.1059,0.72987,03.7223
2026-07-09T02:58:42.691652, 39.3,05.1167,0.84957,04.3413
2026-07-09T02:58:43.696555, 40.3,05.1026,0.74139,03.7810
2026-07-09T02:58:44.706669, 41.3,05.1039,0.64478,03.2883
2026-07-09T02:58:45.710156, 42.3,05.1053,0.63025,03.2142
2026-07-09T02:58:46.720136, 43.3,05.1130,0.69013,03.5265
2026-07-09T02:58:47.730059, 44.3,05.1144,0.60603,03.0968
2026-07-09T02:58:48.734489, 45.3,05.1161,1.47109,07.5172
2026-07-09T02:58:49.744434, 46.3,05.1112,1.43784,07.3473
2026-07-09T02:58:50.747216, 47.3,05.1169,1.27942,06.5378
2026-07-09T02:58:51.757307, 48.3,05.1269,0.83044,04.2518
2026-07-09T02:58:52.764684, 49.3,05.1147,0.65646,03.3545
2026-07-09T02:58:53.767446, 50.3,05.1214,0.59086,03.0252
2026-07-09T02:58:54.776813, 51.3,05.1161,0.71486,03.6529
2026-07-09T02:58:55.786259, 52.4,05.1102,0.68921,03.5218
2026-07-09T02:58:56.790962, 53.4,05.1105,0.58065,02.9671
2026-07-09T02:58:57.798055, 54.4,05.1078,0.69416,03.5402
2026-07-09T02:58:58.800269, 55.4,05.1008,1.55466,07.9287
2026-07-09T02:58:59.810355, 56.4,05.0967,0.83579,04.2541
2026-07-09T02:59:00.820055, 57.4,05.1109,0.90254,04.6119
2026-07-09T02:59:01.821216, 58.4,05.1086,0.64982,03.3140
2026-07-09T02:59:02.822998, 59.4,05.1058,0.68301,03.4833
2026-07-09T02:59:03.833048, 60.4,05.1020,0.83253,04.2459
2026-07-09T02:59:04.843261, 61.4,05.1131,0.66026,03.3739
2026-07-09T02:59:05.853001, 62.4,05.1118,0.59749,03.0531
2026-07-09T02:59:06.858028, 63.4,05.1198,0.70404,03.5976
2026-07-09T02:59:07.865867, 64.4,05.1044,1.42576,07.2713
2026-07-09T02:59:08.875049, 65.4,05.1092,0.64948,03.3123
2026-07-09T02:59:09.877115, 66.4,05.1227,0.64566,03.3057
2026-07-09T02:59:10.882962, 67.5,05.1175,0.68784,03.5148
2026-07-09T02:59:11.890256, 68.5,05.1050,0.80023,04.0811
2026-07-09T02:59:12.892713, 69.5,05.1195,0.67159,03.4318
2026-07-09T02:59:13.899156, 70.5,05.1047,0.79643,04.0617
2026-07-09T02:59:14.899658, 71.5,05.1105,0.88782,04.5367
2026-07-09T02:59:15.905410, 72.5,05.1106,0.79178,04.0459
2026-07-09T02:59:16.911908, 73.5,05.1033,0.66566,03.3948
2026-07-09T02:59:17.921990, 74.5,05.1025,0.77387,03.9467
2026-07-09T02:59:18.931899, 75.5,05.1030,0.64538,03.2914
2026-07-09T02:59:19.936570, 76.5,05.1089,0.67767,03.4561
2026-07-09T02:59:20.937766, 77.5,05.1112,1.33934,06.8440
2026-07-09T02:59:21.940627, 78.5,05.1081,0.64858,03.3077
2026-07-09T02:59:22.950347, 79.5,05.1045,0.70858,03.6137
2026-07-09T02:59:23.951987, 80.5,05.1184,0.94170,04.8120
2026-07-09T02:59:24.954739, 81.5,05.1151,0.74245,03.7939
2026-07-09T02:59:25.958916, 82.5,05.1101,0.58907,03.0101
2026-07-09T02:59:26.961108, 83.5,05.1194,0.65712,03.3578
2026-07-09T02:59:27.971103, 84.5,05.1191,0.68177,03.4838
2026-07-09T02:59:28.980269, 85.5,05.1144,0.85429,04.3654
2026-07-09T02:59:29.983947, 86.6,05.1234,0.69399,03.5532
2026-07-09T02:59:30.994009, 87.6,05.1189,0.67656,03.4572
2026-07-09T02:59:31.995058, 88.6,05.1078,1.57799,08.0477
2026-07-09T02:59:32.996937, 89.6,05.1161,0.77293,03.9496
2026-07-09T02:59:34.005164, 90.6,05.1075,0.66656,03.3994
2026-07-09T02:59:35.013432, 91.6,05.1170,0.89907,04.5942
2026-07-09T02:59:36.019986, 92.6,05.1164,0.69930,03.5734
2026-07-09T02:59:37.021479, 93.6,05.1094,0.89524,04.5657
2026-07-09T02:59:38.021482, 94.6,05.1087,0.62583,03.1917
2026-07-09T02:59:39.024883, 95.6,05.1042,0.60504,03.0857
2026-07-09T02:59:40.033627, 96.6,05.1090,0.78024,03.9792
2026-07-09T02:59:41.042751, 97.6,05.1069,0.68386,03.4876
2026-07-09T02:59:42.050438, 98.6,05.1072,1.48489,07.5729
2026-07-09T02:59:43.056244, 99.6,05.1039,1.71068,08.7244
2026-07-09T02:59:44.060124,100.6,05.1026,0.70211,03.5807
