timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3
2026-07-13T19:31:34.769324,16.8,1.0,2.0,22.8
2026-07-13T19:31:35.769701,16.0,7.9,9.9,1.0
2026-07-13T19:31:36.770074,14.3,2.0,9.8,5.0
2026-07-13T19:31:37.770449,14.0,5.0,1.0,9.1
2026-07-13T19:31:38.770908,27.3,29.0,37.3,55.4
2026-07-13T19:31:39.771286,23.0,26.0,74.7,81.6
2026-07-13T19:31:40.771705,18.0,3.0,11.0,0.0
2026-07-13T19:31:41.772199,4.0,17.2,18.0,2.0
2026-07-13T19:31:42.772668,5.0,16.8,16.8,0.0
2026-07-13T19:31:43.773126,3.0,16.2,15.0,1.0
2026-07-13T19:31:44.773607,5.0,19.0,17.2,1.0
2026-07-13T19:31:45.774507,21.2,20.8,22.2,26.3
2026-07-13T19:31:46.775263,92.0,28.6,20.2,100.0
2026-07-13T19:31:47.775791,71.3,28.6,20.6,77.0
2026-07-13T19:31:48.776382,74.7,27.3,18.6,81.0
2026-07-13T19:31:49.776730,0.0,15.8,11.1,0.0
2026-07-13T19:31:50.777487,7.1,9.0,13.7,0.0
2026-07-13T19:31:51.778046,14.0,3.0,1.0,13.9
2026-07-13T19:31:52.778917,11.1,3.0,0.0,12.1
2026-07-13T19:31:53.779280,7.8,13.0,5.0,7.0
2026-07-13T19:31:54.779676,4.0,5.1,11.9,6.0
2026-07-13T19:31:55.780115,4.0,6.9,15.0,9.0
2026-07-13T19:31:56.780604,2.0,2.0,15.0,16.8
2026-07-13T19:31:57.781145,2.0,4.0,17.2,18.4
2026-07-13T19:31:58.781727,2.0,4.0,17.6,17.8
2026-07-13T19:31:59.782187,1.0,4.0,17.2,17.2
2026-07-13T19:32:00.782664,1.0,3.0,15.8,15.3
2026-07-13T19:32:01.783140,1.0,4.0,17.2,17.3
2026-07-13T19:32:02.783782,2.0,4.0,16.0,17.8
2026-07-13T19:32:03.784454,1.0,3.0,16.2,18.8
2026-07-13T19:32:04.785003,0.0,4.0,17.2,18.0
2026-07-13T19:32:05.785567,1.0,8.1,17.6,11.9
2026-07-13T19:32:06.786369,47.5,16.0,16.3,46.5
2026-07-13T19:32:07.787171,13.0,16.0,2.0,1.0
2026-07-13T19:32:08.787599,15.0,18.8,0.0,1.0
2026-07-13T19:32:09.788140,13.9,18.6,0.0,0.0
2026-07-13T19:32:10.788758,13.9,7.9,8.0,0.0
2026-07-13T19:32:11.789272,3.0,4.0,17.0,18.4
2026-07-13T19:32:12.789893,1.0,4.0,17.0,17.8
2026-07-13T19:32:13.790711,12.9,6.1,16.2,5.1
2026-07-13T19:32:14.792410,83.2,34.0,81.2,30.3
2026-07-13T19:32:15.793143,91.9,31.0,100.0,24.3
2026-07-13T19:32:16.794783,34.3,16.3,41.4,13.0
2026-07-13T19:32:17.795154,1.0,15.0,14.1,2.0
2026-07-13T19:32:18.795526,4.0,15.8,15.0,0.0
2026-07-13T19:32:19.795948,14.3,3.0,16.0,0.0
2026-07-13T19:32:20.796416,17.0,10.1,11.0,1.0
2026-07-13T19:32:21.797008,16.8,20.0,0.0,1.0
2026-07-13T19:32:22.797630,16.0,20.0,0.0,2.9
2026-07-13T19:32:23.798232,15.0,19.8,1.0,1.0
2026-07-13T19:32:24.798763,18.8,24.2,74.7,70.1
2026-07-13T19:32:25.799237,10.1,4.0,5.0,12.9
2026-07-13T19:32:26.799647,8.0,3.0,9.8,15.0
2026-07-13T19:32:27.800025,1.0,2.0,13.0,11.1
2026-07-13T19:32:28.800391,1.0,4.0,14.9,16.3
2026-07-13T19:32:29.801340,0.0,2.0,16.8,14.1
2026-07-13T19:32:30.802467,2.0,3.0,16.3,17.0
2026-07-13T19:32:31.804224,12.9,3.0,12.1,3.0
2026-07-13T19:32:32.804734,7.0,9.0,14.9,9.1
2026-07-13T19:32:33.805611,20.4,21.0,65.0,58.4
2026-07-13T19:32:34.806224,12.0,6.1,3.0,6.0
2026-07-13T19:32:35.806597,4.0,5.0,13.9,4.0
2026-07-13T19:32:36.807053,11.0,16.8,6.1,1.0
2026-07-13T19:32:37.807533,13.9,14.0,3.0,1.0
2026-07-13T19:32:38.807971,17.3,19.0,3.0,1.0
2026-07-13T19:32:39.808400,21.8,46.5,22.2,42.4
2026-07-13T19:32:40.808836,8.1,4.0,13.1,1.0
2026-07-13T19:32:41.809201,2.0,16.8,16.2,1.0
2026-07-13T19:32:42.809574,1.0,14.0,16.8,1.0
2026-07-13T19:32:43.809939,1.0,16.7,17.0,0.0
2026-07-13T19:32:44.810811,0.0,15.0,17.0,0.0
2026-07-13T19:32:45.811887,0.0,20.0,22.8,1.0
2026-07-13T19:32:46.812709,16.8,26.7,39.6,51.5
2026-07-13T19:32:47.813177,1.0,14.3,10.0,2.0
2026-07-13T19:32:48.813606,1.0,4.0,9.1,8.0
2026-07-13T19:32:49.813977,0.0,1.0,11.1,10.1
2026-07-13T19:32:50.814345,1.0,14.1,0.0,11.1
2026-07-13T19:32:51.815503,1.0,20.0,1.0,15.8
2026-07-13T19:32:52.816002,19.8,24.3,29.3,32.3
2026-07-13T19:32:53.816423,12.1,14.3,0.0,0.0
2026-07-13T19:32:54.816880,16.7,3.0,15.0,1.0
2026-07-13T19:32:55.817270,13.1,3.0,14.9,0.0
2026-07-13T19:32:56.821651,14.0,3.0,23.0,22.0
2026-07-13T19:32:57.822065,75.0,34.0,9.0,66.0
2026-07-13T19:32:58.822535,0.0,9.1,15.7,7.9
2026-07-13T19:32:59.822902,2.9,3.0,13.0,14.0
2026-07-13T19:33:00.823270,2.0,3.0,14.9,15.2
2026-07-13T19:33:01.823638,5.0,12.1,14.0,1.0
2026-07-13T19:33:02.824129,6.1,10.0,10.0,7.0
2026-07-13T19:33:03.824760,14.1,5.0,10.9,11.0
2026-07-13T19:33:04.825570,18.8,17.5,1.0,0.0
2026-07-13T19:33:05.826321,9.0,10.0,0.0,0.0
2026-07-13T19:33:06.828299,57.0,22.2,7.1,47.5
2026-07-13T19:33:07.828922,100.0,35.4,11.0,91.8
2026-07-13T19:33:08.829974,72.0,24.5,26.5,56.6
2026-07-13T19:33:09.831122,1.0,5.1,14.0,13.0
2026-07-13T19:33:10.831548,0.0,2.0,12.2,14.0
2026-07-13T19:33:11.832195,0.0,4.0,13.0,15.8
2026-07-13T19:33:12.832811,7.1,4.0,11.0,16.0
2026-07-13T19:33:13.833370,20.0,12.0,12.1,28.0
2026-07-13T19:33:14.833932,42.6,40.0,13.9,13.1
2026-07-13T19:33:15.834351,8.1,10.9,2.0,1.0
2026-07-13T19:33:16.834738,11.0,12.1,3.0,1.0
2026-07-13T19:33:17.835107,12.1,9.0,4.0,5.1
2026-07-13T19:33:18.835536,14.9,2.0,12.2,2.0
2026-07-13T19:33:19.836224,18.0,21.6,5.9,1.0
2026-07-13T19:33:20.836833,38.4,88.9,12.1,75.5
2026-07-13T19:33:21.837247,5.9,4.0,17.8,4.0
2026-07-13T19:33:22.838243,7.0,13.9,8.1,4.0
2026-07-13T19:33:23.838843,3.0,13.1,15.7,4.0
2026-07-13T19:33:24.839221,1.0,14.1,13.9,4.0
2026-07-13T19:33:25.839663,0.0,19.6,16.2,4.0
2026-07-13T19:33:26.840146,1.0,18.8,17.8,5.0
