Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-07-13T21:39:02.611147,  0.0,05.1102,0.47967,02.4511
2026-07-13T21:39:03.613177,  1.0,05.1104,0.48067,02.4562
2026-07-13T21:39:04.617312,  2.0,05.1105,0.67427,03.4455
2026-07-13T21:39:05.622364,  3.0,05.1106,0.83829,04.2836
2026-07-13T21:39:06.626424,  4.0,05.1105,0.82991,04.2408
2026-07-13T21:39:07.630712,  5.0,05.1105,0.78175,03.9947
2026-07-13T21:39:08.635775,  6.0,05.1012,0.93154,04.7508
2026-07-13T21:39:09.640863,  7.0,05.1001,0.65124,03.3213
2026-07-13T21:39:10.643092,  8.0,05.1069,0.80775,04.1195
2026-07-13T21:39:11.648167,  9.0,05.1067,0.70774,03.6094
2026-07-13T21:39:12.653304, 10.0,05.1023,1.56914,08.0026
2026-07-13T21:39:13.658273, 11.0,05.1189,0.68565,03.5036
2026-07-13T21:39:14.663148, 12.1,05.1064,0.69540,03.5465
2026-07-13T21:39:15.667211, 13.1,05.1072,0.65947,03.3632
2026-07-13T21:39:16.671366, 14.1,05.1094,0.65446,03.3377
2026-07-13T21:39:17.676223, 15.1,05.1122,0.68263,03.4882
2026-07-13T21:39:18.681510, 16.1,05.1080,0.74271,03.7878
2026-07-13T21:39:19.686386, 17.1,05.1092,1.48505,07.5737
2026-07-13T21:39:20.690270, 18.1,05.1142,0.97781,04.9966
2026-07-13T21:39:21.695087, 19.1,05.1148,1.47492,07.5368
2026-07-13T21:39:22.695542, 20.1,05.1081,0.83300,04.2483
2026-07-13T21:39:23.700029, 21.1,05.1017,0.84017,04.2848
2026-07-13T21:39:24.701563, 22.1,05.1088,0.68115,03.4738
2026-07-13T21:39:25.706160, 23.1,05.1098,0.82043,04.1841
2026-07-13T21:39:26.711325, 24.1,05.1085,0.70139,03.5770
2026-07-13T21:39:27.712186, 25.1,05.1025,0.70445,03.5926
2026-07-13T21:39:28.717264, 26.1,05.1058,0.67742,03.4548
2026-07-13T21:39:29.717559, 27.1,05.1050,0.72132,03.6787
2026-07-13T21:39:30.722100, 28.1,05.1147,0.69656,03.5594
2026-07-13T21:39:31.727240, 29.1,05.1158,0.56319,02.8779
