Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-07-13T21:07:10.487547,  0.0,05.1079,0.47651,02.4302
2026-07-13T21:07:11.491990,  1.0,05.1081,0.49666,02.5329
2026-07-13T21:07:12.495267,  2.0,05.1082,0.54203,02.7643
2026-07-13T21:07:13.501479,  3.0,05.1059,0.83077,04.2369
2026-07-13T21:07:14.510426,  4.0,05.1086,0.84176,04.2929
2026-07-13T21:07:15.510972,  5.0,05.1042,0.96064,04.8992
2026-07-13T21:07:16.519053,  6.0,05.1120,0.72628,03.7112
2026-07-13T21:07:17.527087,  7.0,05.1079,0.78375,03.9971
2026-07-13T21:07:18.535990,  8.0,05.0991,0.79759,04.0597
2026-07-13T21:07:19.543735,  9.1,05.1031,0.64838,03.3067
2026-07-13T21:07:20.553755, 10.1,05.1103,1.44093,07.3631
2026-07-13T21:07:21.561156, 11.1,05.1236,0.66346,03.3969
2026-07-13T21:07:22.571318, 12.1,05.1126,0.72227,03.6907
2026-07-13T21:07:23.577253, 13.1,05.1081,0.67408,03.4378
2026-07-13T21:07:24.587346, 14.1,05.1198,0.58710,03.0000
2026-07-13T21:07:25.593505, 15.1,05.1041,0.62761,03.2008
2026-07-13T21:07:26.604168, 16.1,05.1101,0.73176,03.7392
2026-07-13T21:07:27.609677, 17.1,05.1017,1.55958,07.9538
2026-07-13T21:07:28.611981, 18.1,05.0991,1.08690,05.5323
2026-07-13T21:07:29.614820, 19.1,05.0991,1.57856,08.0348
2026-07-13T21:07:30.623748, 20.1,05.1033,0.68985,03.5182
2026-07-13T21:07:31.633656, 21.1,05.1014,0.78129,03.9845
2026-07-13T21:07:32.642238, 22.2,05.1078,0.70685,03.6049
2026-07-13T21:07:33.645396, 23.2,05.1219,0.69143,03.5401
2026-07-13T21:07:34.653210, 24.2,05.1095,0.78538,04.0054
2026-07-13T21:07:35.660673, 25.2,05.1083,0.82100,04.1871
2026-07-13T21:07:36.670661, 26.2,05.1023,0.67841,03.4598
2026-07-13T21:07:37.679412, 27.2,05.0991,0.78882,04.0150
2026-07-13T21:07:38.681284, 28.2,05.1142,0.61414,03.1382
2026-07-13T21:07:39.688263, 29.2,05.1042,0.58967,03.0073
2026-07-13T21:07:40.696377, 30.2,05.1067,0.80458,04.1033
2026-07-13T21:07:41.706032, 31.2,05.1103,0.69125,03.5322
2026-07-13T21:07:42.714529, 32.2,05.1133,0.61988,03.1675
2026-07-13T21:07:43.724548, 33.2,05.1048,0.66726,03.4030
2026-07-13T21:07:44.731767, 34.2,05.1048,0.72444,03.6946
2026-07-13T21:07:45.741673, 35.3,05.0994,0.67915,03.4568
2026-07-13T21:07:46.751940, 36.3,05.0991,0.69418,03.5333
2026-07-13T21:07:47.755286, 37.3,05.0975,1.37064,06.9765
2026-07-13T21:07:48.755666, 38.3,05.1042,0.70267,03.5836
2026-07-13T21:07:49.764272, 39.3,05.1034,0.85038,04.3369
2026-07-13T21:07:50.766190, 40.3,05.1208,0.70487,03.6089
2026-07-13T21:07:51.770815, 41.3,05.0981,0.89555,04.5583
2026-07-13T21:07:52.775088, 42.3,05.1050,0.58820,02.9998
2026-07-13T21:07:53.784172, 43.3,05.1011,0.72174,03.6808
2026-07-13T21:07:54.793832, 44.3,05.1177,0.68099,03.4798
2026-07-13T21:07:55.799222, 45.3,05.1055,1.44566,07.3728
2026-07-13T21:07:56.808495, 46.3,05.0941,1.45232,07.3923
2026-07-13T21:07:57.809015, 47.3,05.1162,1.03041,05.2653
2026-07-13T21:07:58.812067, 48.3,05.1200,0.68545,03.5095
2026-07-13T21:07:59.823376, 49.3,05.1242,0.68534,03.5089
2026-07-13T21:08:00.825268, 50.3,05.0991,0.76655,03.9017
2026-07-13T21:08:01.827066, 51.3,05.1025,0.71431,03.6429
2026-07-13T21:08:02.834388, 52.3,05.1031,0.68815,03.5095
2026-07-13T21:08:03.834703, 53.3,05.0917,0.73064,03.7189
2026-07-13T21:08:04.841348, 54.4,05.1037,0.58526,02.9848
2026-07-13T21:08:05.842542, 55.4,05.1045,1.45072,07.3986
2026-07-13T21:08:06.844618, 56.4,05.1195,0.65999,03.3725
2026-07-13T21:08:07.852401, 57.4,05.1234,0.66133,03.3860
2026-07-13T21:08:08.861384, 58.4,05.1220,0.66101,03.3843
2026-07-13T21:08:09.861697, 59.4,05.1247,0.66316,03.3953
2026-07-13T21:08:10.867662, 60.4,05.1061,0.67100,03.4221
2026-07-13T21:08:11.868543, 61.4,05.1070,0.73274,03.7369
2026-07-13T21:08:12.878105, 62.4,05.1034,0.61107,03.1164
2026-07-13T21:08:13.881247, 63.4,05.1037,0.66948,03.4143
