timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3
2026-06-18T17:31:51.317332,0.0,3.0,1.0,2.0
2026-06-18T17:31:52.318178,2.0,0.0,0.0,0.0
2026-06-18T17:31:53.318764,15.2,4.0,2.0,7.0
2026-06-18T17:31:54.319146,4.0,3.0,2.0,9.0
2026-06-18T17:31:55.319515,2.0,5.0,1.0,9.0
2026-06-18T17:31:56.319880,3.0,1.0,5.0,9.0
2026-06-18T17:31:57.320261,18.2,0.0,20.0,34.3
2026-06-18T17:31:58.320664,18.8,1.0,37.4,44.2
2026-06-18T17:31:59.321104,2.0,3.0,5.0,6.9
2026-06-18T17:32:00.321516,4.0,1.0,3.0,6.0
2026-06-18T17:32:01.321926,6.1,0.0,4.0,6.0
2026-06-18T17:32:02.322338,5.9,3.0,2.0,6.1
2026-06-18T17:32:03.322814,7.0,3.0,2.0,8.0
2026-06-18T17:32:04.323287,4.0,5.1,5.0,10.0
2026-06-18T17:32:05.324847,5.1,25.0,31.3,43.7
2026-06-18T17:32:06.325307,21.8,7.1,0.0,15.2
2026-06-18T17:32:07.325779,53.1,8.1,41.4,48.5
2026-06-18T17:32:08.326268,4.0,6.0,0.0,7.1
2026-06-18T17:32:09.326623,3.0,6.1,0.0,6.1
2026-06-18T17:32:10.327047,6.0,6.0,0.0,7.1
2026-06-18T17:32:11.327518,7.1,9.0,4.0,3.0
2026-06-18T17:32:12.327971,7.0,12.0,3.0,1.0
2026-06-18T17:32:13.328429,6.9,13.0,0.0,4.0
2026-06-18T17:32:14.328974,5.1,12.0,1.0,6.1
2026-06-18T17:32:15.329450,6.0,11.1,0.0,5.9
2026-06-18T17:32:16.329918,6.0,13.0,1.0,4.0
2026-06-18T17:32:17.330378,6.0,9.0,3.0,0.0
2026-06-18T17:32:18.330873,2.0,7.0,10.0,4.0
2026-06-18T17:32:19.331358,5.0,11.1,0.0,5.0
2026-06-18T17:32:20.331818,4.1,10.9,1.0,9.0
2026-06-18T17:32:21.332278,10.1,6.1,3.0,4.0
2026-06-18T17:32:22.332746,12.9,3.0,4.0,4.0
2026-06-18T17:32:23.333219,9.1,3.0,5.0,7.1
2026-06-18T17:32:24.333750,10.0,4.0,7.0,2.0
2026-06-18T17:32:25.334300,9.0,3.0,4.0,5.1
2026-06-18T17:32:26.334786,7.0,3.0,33.0,33.3
2026-06-18T17:32:27.335151,5.0,5.0,3.0,7.0
2026-06-18T17:32:28.335513,1.0,2.0,5.0,5.0
2026-06-18T17:32:29.335877,2.0,4.0,3.0,7.0
2026-06-18T17:32:30.336237,3.0,2.0,6.0,7.0
2026-06-18T17:32:31.336667,3.0,3.0,9.9,9.0
2026-06-18T17:32:32.337138,4.0,3.0,6.0,9.0
2026-06-18T17:32:33.337627,2.0,7.1,4.0,9.9
2026-06-18T17:32:34.338195,9.0,22.8,42.4,20.0
2026-06-18T17:32:35.338812,40.4,46.0,42.4,13.9
2026-06-18T17:32:36.339226,7.9,6.0,2.0,1.0
2026-06-18T17:32:37.339637,4.0,6.9,7.0,0.0
2026-06-18T17:32:38.339997,4.0,1.0,8.1,2.0
2026-06-18T17:32:39.340469,4.0,3.0,8.1,0.0
2026-06-18T17:32:40.340992,7.0,3.0,13.9,2.0
2026-06-18T17:32:41.341480,4.0,0.0,12.1,6.9
2026-06-18T17:32:42.342879,2.0,6.9,12.0,2.0
2026-06-18T17:32:43.343373,2.0,10.1,4.0,6.0
2026-06-18T17:32:44.343897,23.0,12.0,3.0,22.0
2026-06-18T17:32:45.344406,14.1,7.0,2.0,14.1
2026-06-18T17:32:46.344780,6.0,1.0,6.1,4.0
2026-06-18T17:32:47.345143,1.0,5.0,8.9,2.0
2026-06-18T17:32:48.345558,4.0,1.0,8.9,1.0
2026-06-18T17:32:49.346045,5.9,3.0,6.1,3.0
2026-06-18T17:32:50.346625,0.0,7.1,5.0,12.0
2026-06-18T17:32:51.347235,2.0,3.0,10.1,10.0
2026-06-18T17:32:52.347797,5.9,4.0,10.0,4.0
2026-06-18T17:32:53.348385,4.0,3.0,9.0,5.0
2026-06-18T17:32:54.348994,18.0,36.0,7.1,17.0
2026-06-18T17:32:55.349427,3.0,3.0,6.9,3.0
2026-06-18T17:32:56.350090,3.0,5.1,2.0,6.9
2026-06-18T17:32:57.351463,1.0,5.0,2.0,4.0
2026-06-18T17:32:58.352017,3.0,5.0,0.0,9.0
2026-06-18T17:32:59.353188,2.0,6.9,5.0,9.0
2026-06-18T17:33:00.354298,19.2,19.8,6.1,10.0
2026-06-18T17:33:01.358088,5.1,5.9,4.0,3.0
2026-06-18T17:33:02.358905,6.9,6.0,3.0,1.0
2026-06-18T17:33:03.359304,5.0,7.0,0.0,1.0
2026-06-18T17:33:04.359758,6.0,4.0,0.0,6.0
2026-06-18T17:33:05.360277,4.0,2.0,7.1,3.0
2026-06-18T17:33:06.360901,3.1,4.0,7.9,8.1
2026-06-18T17:33:07.361537,24.0,6.0,4.0,19.0
2026-06-18T17:33:08.362168,7.1,3.0,2.0,6.9
2026-06-18T17:33:09.362598,6.0,2.0,0.0,5.0
2026-06-18T17:33:10.363037,9.1,6.0,0.0,2.0
2026-06-18T17:33:11.363465,9.0,6.0,2.0,0.0
2026-06-18T17:33:12.363960,3.0,7.0,1.0,4.0
2026-06-18T17:33:13.364458,9.9,11.0,2.9,1.0
2026-06-18T17:33:14.364933,23.2,22.2,1.0,5.9
2026-06-18T17:33:15.365386,6.1,4.1,2.0,3.0
2026-06-18T17:33:16.365836,5.9,5.0,2.0,4.0
2026-06-18T17:33:17.366233,3.0,6.9,0.0,6.1
2026-06-18T17:33:18.366655,0.0,8.1,2.0,6.0
2026-06-18T17:33:19.367027,43.0,10.9,33.3,17.0
2026-06-18T17:33:20.367449,2.0,8.2,6.9,0.0
2026-06-18T17:33:21.367837,6.0,7.9,2.0,2.0
2026-06-18T17:33:22.368221,2.0,6.1,5.0,4.0
2026-06-18T17:33:23.368627,3.0,5.9,1.0,4.0
2026-06-18T17:33:24.369134,4.0,8.0,1.0,5.1
2026-06-18T17:33:25.369635,1.0,9.0,6.0,8.9
2026-06-18T17:33:26.370198,6.0,9.9,3.0,3.0
2026-06-18T17:33:27.370728,4.0,9.0,3.0,7.0
2026-06-18T17:33:28.371249,10.8,6.0,4.0,3.0
2026-06-18T17:33:29.371787,69.7,18.2,15.2,54.0
2026-06-18T17:33:30.373054,36.6,31.0,20.2,19.2
2026-06-18T17:33:31.373436,6.1,1.0,4.0,6.1
2026-06-18T17:33:32.373815,8.9,1.0,4.0,2.0
2026-06-18T17:33:33.374197,6.1,2.0,5.9,0.0
2026-06-18T17:33:34.374656,10.1,2.0,8.0,1.0
2026-06-18T17:33:35.375216,6.9,4.0,7.1,4.0
2026-06-18T17:33:36.376169,5.0,27.0,13.0,25.7
2026-06-18T17:33:37.377291,18.0,23.8,8.1,7.0
2026-06-18T17:33:38.377717,1.0,7.0,5.9,1.0
2026-06-18T17:33:39.378144,5.0,3.0,7.0,2.0
2026-06-18T17:33:40.378566,6.0,5.1,5.1,0.0
2026-06-18T17:33:41.379075,5.0,9.9,2.0,4.0
2026-06-18T17:33:42.379682,2.0,13.0,6.0,2.0
2026-06-18T17:33:43.380193,46.5,35.6,16.0,10.0
2026-06-18T17:33:44.380587,4.0,4.0,2.0,5.0
2026-06-18T17:33:45.380967,2.9,9.0,5.0,2.0
2026-06-18T17:33:46.381349,3.0,7.0,3.0,2.0
2026-06-18T17:33:47.381711,2.0,9.0,2.0,5.0
2026-06-18T17:33:48.382131,2.0,12.7,4.0,3.1
2026-06-18T17:33:49.382616,4.0,10.0,3.0,7.9
2026-06-18T17:33:50.383222,9.1,11.0,2.0,7.0
2026-06-18T17:33:51.383920,36.6,21.4,13.0,1.0
2026-06-18T17:33:52.384314,5.1,18.0,31.0,17.0
2026-06-18T17:33:53.384704,17.8,4.0,31.7,18.2
2026-06-18T17:33:54.385090,1.0,2.0,4.0,6.0
2026-06-18T17:33:55.385467,4.0,6.1,1.0,4.0
2026-06-18T17:33:56.385952,8.0,10.0,2.0,4.0
2026-06-18T17:33:57.388887,31.3,8.0,20.2,58.6
2026-06-18T17:33:58.391836,9.9,3.0,10.0,4.0
2026-06-18T17:33:59.392297,7.0,2.0,6.0,0.0
2026-06-18T17:34:00.393176,9.0,0.0,6.9,0.0
2026-06-18T17:34:01.394168,9.0,0.0,7.0,0.0
2026-06-18T17:34:02.395421,4.0,2.0,10.0,1.0
2026-06-18T17:34:03.398621,6.0,4.0,12.1,1.0
2026-06-18T17:34:04.401333,7.1,37.3,9.9,27.3
2026-06-18T17:34:05.402275,2.0,2.0,5.1,7.0
2026-06-18T17:34:06.402667,1.0,3.0,3.0,9.9
2026-06-18T17:34:07.403042,5.1,3.0,4.0,1.0
2026-06-18T17:34:08.403421,6.0,0.0,4.0,6.1
2026-06-18T17:34:09.403857,7.1,5.1,3.0,3.0
2026-06-18T17:34:10.406239,10.9,5.0,4.0,5.1
2026-06-18T17:34:11.406991,9.0,3.0,4.0,7.0
2026-06-18T17:34:12.407418,36.0,19.8,19.0,7.1
2026-06-18T17:34:13.407797,7.0,3.0,3.0,2.0
2026-06-18T17:34:14.408178,5.0,5.0,1.0,2.0
2026-06-18T17:34:15.408574,7.0,5.0,6.0,0.0
2026-06-18T17:34:16.408958,2.0,6.1,3.0,4.0
2026-06-18T17:34:17.409719,17.8,17.8,17.0,24.2
2026-06-18T17:34:18.410406,3.0,2.0,7.0,4.0
2026-06-18T17:34:19.410788,7.1,0.0,3.0,2.0
2026-06-18T17:34:20.411190,7.1,5.0,2.0,3.0
2026-06-18T17:34:21.411605,5.0,7.0,2.0,5.1
2026-06-18T17:34:22.412075,7.0,5.1,1.0,5.0
2026-06-18T17:34:23.412584,10.0,6.8,1.0,6.0
2026-06-18T17:34:24.413146,9.0,7.1,5.0,1.0
2026-06-18T17:34:25.413710,10.9,5.1,5.0,2.0
2026-06-18T17:34:26.414335,6.1,42.4,9.8,41.2
2026-06-18T17:34:27.416455,7.0,8.9,3.0,5.9
2026-06-18T17:34:28.416885,7.0,3.1,4.0,2.0
2026-06-18T17:34:29.417269,1.0,6.9,5.0,5.0
2026-06-18T17:34:30.417670,4.0,5.0,5.0,2.0
2026-06-18T17:34:31.418161,0.0,7.1,8.9,5.8
2026-06-18T17:34:32.418679,6.1,5.1,5.0,6.1
2026-06-18T17:34:33.419167,4.0,5.0,2.0,13.9
2026-06-18T17:34:34.419660,6.8,4.0,2.0,13.0
2026-06-18T17:34:35.420169,7.1,2.0,2.0,11.1
2026-06-18T17:34:36.420648,3.0,2.0,22.0,24.8
